settings,"Unit 4 Quiz: Writing","Test your understanding of all 7 lessons from Unit 4 — Writing!",0,minutes,,3,70,15,,question_pagination,sorting,,200
question,"What is the PURPOSE of opinion writing?","",single_choice,1.0,1,1,1,1,"The purpose of opinion writing is to share your view AND convince the reader to agree with you by giving strong reasons and details. Unlike informational writing (which just informs), opinion writing is persuasive -- you are trying to change or influence what the reader thinks."
question,"What are TEMPORAL WORDS used for in writing?","",single_choice,1.0,1,1,1,1,"Temporal words (like first, next, then, finally, meanwhile, eventually) signal time and order in writing. They tell the reader WHEN things happen and in what sequence, making the writing clear and easy to follow. Without temporal words, a sequence of events can feel jumbled and confusing."
answer,"To describe what a character looks like in great detail",,0,0,a,0
answer,"To signal time and order, showing when events happen in sequence",,1,0,b,1
answer,"To convince the reader that your opinion is correct",,0,0,c,2
answer,"To connect an opinion with reasons in persuasive writing",,0,0,d,3
question,"What is the difference between REVISING and EDITING?","",single_choice,1.0,1,1,1,1,"Revising means going back to improve your IDEAS -- adding details, reordering events, strengthening reasons, removing things that don't fit. Editing means fixing MISTAKES -- correcting spelling, punctuation, capitalisation, and grammar errors. Revising comes before editing in the writing process."
answer,"Revising fixes spelling mistakes; editing improves your ideas",,0,0,a,0
answer,"Revising and editing are exactly the same step in the writing process",,0,0,b,1
answer,"Revising improves your ideas; editing fixes mistakes in spelling and punctuation",,1,0,c,2
answer,"Revising is done by a teacher; editing is done by the student",,0,0,d,3
question,"What comes FIRST in the writing process?","",single_choice,1.0,1,1,1,1,"Prewriting (planning) comes first in the writing process. Before you write a single sentence, you should brainstorm ideas, organise your thoughts using a graphic organiser, and decide on your topic, audience, and purpose. Planning makes the drafting stage much easier and helps produce better writing."
answer,"Editing -- fix all mistakes before you start",,0,0,a,0
answer,"Publishing -- create the final version first",,0,0,b,1
answer,"Prewriting -- plan and organise your ideas before writing",,1,0,c,2
answer,"Revising -- improve your ideas from the very beginning",,0,0,d,3
question,"In opinion writing, the concluding statement should introduce a completely new idea not mentioned earlier in the piece.","",true_false,1.0,1,1,1,1,"False! The concluding statement should RESTATE the opinion in a new way and wrap up the piece -- it should NOT introduce brand new ideas. A good conclusion reminds the reader of your opinion and gives a sense of closure. Phrases like 'For these reasons,' 'That is why,' and 'In conclusion' are great for concluding statements."
answer,"True",,0,0,true,0
answer,"False",,1,0,false,1
question,"When writing dialogue, each time a new character speaks, you should start a new line.","",true_false,1.0,1,1,1,1,"True! This is one of the most important rules for writing dialogue. Starting a new line for each new speaker makes it clear WHO is talking and prevents confusion. Without this rule, readers would lose track of which character is saying what, making the dialogue very hard to follow."
answer,"True",,1,0,true,0
answer,"False",,0,0,false,1
question,"The word 'finally' is an example of a temporal word that signals the END of a sequence of events.","",true_false,1.0,1,1,1,1,"True! 'Finally' is a temporal word that signals the last event in a sequence. Other temporal words for endings include 'at last,' 'in the end,' 'eventually,' and 'after a while.' Temporal words for the beginning include 'first' and 'to begin,' and for the middle include 'next,' 'then,' and 'meanwhile.'"
answer,"True",,1,0,true,0
answer,"False",,0,0,false,1
question,"The exact words spoken by a character in a story, placed inside quotation marks, are called {dash}.","",fill_in_the_blank,1.0,1,1,1,1,"The exact words spoken by characters are called DIALOGUE. Dialogue is one of the most powerful tools in narrative writing -- it reveals character personality, creates tension, and makes stories feel alive and real. Always put dialogue inside quotation marks and start a new line for each new speaker."
answer,"dialogue",,1,0,,0
question,"The stage of the writing process where you fix spelling, punctuation, and grammar mistakes is called {dash}.","",fill_in_the_blank,1.0,1,1,1,1,"This stage is called EDITING. Editing is different from revising -- revising improves your ideas, while editing corrects errors. Use an editing checklist to make sure every sentence starts with a capital letter, every sentence ends with correct punctuation, all proper nouns are capitalised, and spelling has been checked."
answer,"editing",,1,0,,0
question,"Write a short opinion paragraph (4-6 sentences) about whether schools should have more art classes. Include: a clear opinion statement, at least one reason with a detail, a linking word, and a concluding statement.","",open_ended,1.0,1,1,1,1,"A strong answer will include: (1) a clear opinion statement using 'I believe,' 'I think,' or 'In my opinion'; (2) at least one specific reason with a supporting detail (e.g., 'Art classes help students develop creativity, which is important in every subject'); (3) at least one linking word (First, Furthermore, Because, For these reasons, etc.); and (4) a concluding statement that restates the opinion. Award credit for any well-structured, clearly expressed opinion paragraph that follows these four elements."
